Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,District,Price_USD
0,0,5,2,2.8,77,3,1,0.5,2,Նոր Նորք,90000.0
2,1,9,4,3.0,99,3,2,2.0,0,Կենտրոն,320000.0
2,1,16,12,3.0,57,2,1,0.0,2,Քանաքեռ-Զեյթուն,104000.0
2,1,16,7,3.0,47,3,1,0.0,2,Ավան,71500.0
1,0,9,5,2.75,70,3,1,2.0,0,Կենտրոն,155000.0
0,0,8,4,2.8,18,1,1,0.5,1,Նոր Նորք,31000.0
1,0,9,5,2.75,82,3,1,1.5,2,Քանաքեռ-Զեյթուն,153000.0
2,1,14,10,3.0,58,2,1,2.0,2,Մալաթիա-Սեբաստիա,125000.0
2,1,11,4,3.0,71,2,1,2.0,2,Դավթաշեն,132000.0
0,0,5,3,2.8,67,2,1,3.0,2,Արաբկիր,148000.0
1,0,9,9,2.75,90,4,1,3.0,3,Մալաթիա-Սեբաստիա,120000.0
2,1,14,12,3.0,59,3,1,2.0,2,Կենտրոն,175000.0
1,0,16,13,3.0,81,3,2,0.5,3,Աջափնյակ,82000.0
0,0,5,5,2.75,34,1,1,3.0,2,Կենտրոն,85000.0
2,1,19,8,3.0,96,4,2,2.0,2,Քանաքեռ-Զեյթուն,280000.0
2,1,16,5,3.0,60,2,1,0.0,2,Կենտրոն,156000.0
0,0,5,4,2.8,37,1,1,0.5,2,Կենտրոն,85000.0
0,0,5,2,2.7,58,2,1,1.5,2,Արաբկիր,105601.0
1,0,11,4,2.8,92,3,1,2.0,1,Կենտրոն,215000.0
1,0,9,3,2.75,49,1,1,2.0,1,Մալաթիա-Սեբաստիա,76000.0
0,0,5,5,2.8,93,5,2,0.5,3,Շենգավիթ,105000.0
0,0,5,5,2.75,100,4,1,1.5,2,Աջափնյակ,107000.0
1,0,16,8,2.6,66,3,1,3.0,0,Աջափնյակ,105000.0
0,0,5,2,2.8,65,2,1,2.0,2,Շենգավիթ,93000.0
0,0,5,2,3.0,46,2,1,4.0,2,Արաբկիր,139000.0
0,0,8,2,2.75,48,2,1,4.0,1,Արաբկիր,140000.0
1,0,9,1,2.75,80,4,1,2.0,1,Նոր Նորք,115000.0
1,0,14,4,2.75,67,3,1,0.5,1,Մալաթիա-Սեբաստիա,86000.0
1,0,10,4,2.8,75,2,1,0.5,3,Շենգավիթ,92303.0
1,0,9,6,2.75,80,3,2,3.0,3,Մալաթիա-Սեբաստիա,107000.0
1,0,9,8,2.75,94,4,2,1.5,0,Դավթաշեն,110000.0
1,0,14,12,2.8,84,3,1,2.0,1,Մալաթիա-Սեբաստիա,115000.0
1,0,10,10,2.75,78,2,1,4.0,3,Կենտրոն,180000.0
2,1,6,4,3.0,129,4,2,0.0,1,Արաբկիր,317000.0
0,0,5,4,2.75,115,3,2,3.0,0,Արաբկիր,270000.0
2,1,16,15,2.8,80,3,2,0.0,2,Նոր Նորք,110000.0
1,0,9,6,2.8,91,3,1,2.0,2,Արաբկիր,180000.0
2,1,14,5,3.0,144,4,2,0.0,3,Նոր Նորք,250000.0
1,0,16,10,2.8,91,3,1,3.0,0,Դավթաշեն,130000.0
1,0,5,5,2.6,64,3,1,1.0,0,Նոր Նորք,80000.0
1,0,9,1,2.75,106,4,2,2.0,3,Դավթաշեն,160000.0
0,0,5,2,2.7,105,3,1,0.5,2,Կենտրոն,250000.0
0,0,5,5,3.0,79,3,1,1.5,2,Քանաքեռ-Զեյթուն,95000.0
1,0,16,14,2.7,71,2,1,0.5,3,Նոր Նորք,75500.0
0,1,10,3,3.0,64,2,1,0.0,2,Մալաթիա-Սեբաստիա,99000.0
0,0,5,5,2.8,104,4,1,1.0,2,Քանաքեռ-Զեյթուն,110000.0
2,1,10,3,3.0,87,2,1,0.0,2,Կենտրոն,125482.0
0,0,8,6,2.7,50,3,1,3.0,0,Արաբկիր,117000.0
2,1,15,10,3.0,67,2,1,2.0,2,Դավթաշեն,205000.0
2,1,16,10,3.0,84,3,1,3.0,2,Քանաքեռ-Զեյթուն,250000.0
2,1,5,4,3.0,88,3,1,2.0,2,Դավթաշեն,160000.0
0,0,5,2,2.75,78,3,1,1.0,2,Արաբկիր,119000.0
1,0,9,9,2.8,75,3,1,1.0,1,Մալաթիա-Սեբաստիա,85000.0
2,0,16,6,2.75,78,2,1,3.0,1,Աջափնյակ,85000.0
1,0,9,8,2.75,42,1,1,0.0,2,Մալաթիա-Սեբաստիա,60000.0
2,1,9,7,3.0,120,3,2,2.0,2,Կենտրոն,520000.0
1,0,10,6,2.8,45,2,1,2.0,2,Կենտրոն,190000.0
1,0,14,5,2.75,110,4,2,2.0,1,Մալաթիա-Սեբաստիա,138000.0
0,0,8,1,2.8,34,2,1,3.0,0,Նոր Նորք,52000.0
1,0,9,1,2.75,50,1,1,1.0,0,Նոր Նորք,63500.0
0,0,5,5,2.75,99,4,2,2.0,2,Արաբկիր,140000.0
1,0,16,13,3.0,92,3,1,2.0,1,Կենտրոն,120000.0
0,0,5,1,2.75,73,3,1,0.5,0,Նոր Նորք,80000.0
2,1,6,6,2.7,133,4,2,2.0,3,Արաբկիր,440000.0
1,0,9,9,2.8,71,3,3,3.0,1,Մալաթիա-Սեբաստիա,150000.0
1,0,9,3,2.75,80,4,1,3.0,0,Ավան,110000.0
1,0,9,4,2.75,65,2,2,1.0,0,Արաբկիր,105000.0
0,0,7,3,2.8,78,3,1,3.0,1,Շենգավիթ,125000.0
0,0,6,4,2.8,79,3,1,0.5,3,Քանաքեռ-Զեյթուն,95000.0
1,0,9,6,2.8,65,3,1,2.0,2,Կենտրոն,178000.0
1,0,9,1,2.8,115,3,1,2.0,1,Մալաթիա-Սեբաստիա,105000.0
2,1,19,5,3.0,39,1,1,3.0,2,Կենտրոն,199000.0
2,1,17,4,3.0,100,3,1,2.0,2,Արաբկիր,200000.0
2,0,14,3,2.75,91,3,2,3.0,3,Մալաթիա-Սեբաստիա,102000.0
0,0,5,3,3.0,70,2,1,0.0,0,Շենգավիթ,92000.0
2,1,16,14,3.0,88,3,2,2.0,2,Արաբկիր,170000.0
1,0,14,3,2.75,54,2,1,1.0,1,Դավթաշեն,110000.0
0,0,5,4,2.75,45,1,1,1.5,0,Նոր Նորք,65000.0
2,1,16,10,3.0,100,3,2,0.0,2,Քանաքեռ-Զեյթուն,245000.0
1,0,16,16,2.75,87,3,2,1.0,0,Աջափնյակ,100000.0
1,0,4,4,2.75,32,2,1,3.0,2,Նոր Նորք,62500.0
1,0,14,11,2.75,45,2,1,1.5,2,Նոր Նորք,60000.0
0,1,3,3,3.0,136,3,2,2.0,2,Կենտրոն,380000.0
2,1,18,8,3.0,129,4,2,0.0,2,Արաբկիր,270000.0
1,0,9,2,2.8,75,3,1,0.5,2,Կենտրոն,250000.0
1,0,16,12,2.75,80,3,1,1.5,3,Քանաքեռ-Զեյթուն,90000.0
0,0,4,2,3.0,85,3,2,1.5,2,Արաբկիր,175000.0
0,0,5,4,3.0,56,3,1,1.5,2,Շենգավիթ,69900.0
2,0,11,4,2.8,88,3,1,2.0,0,Կենտրոն,215000.0
1,0,16,9,2.75,94,3,1,1.0,3,Դավթաշեն,120000.0
2,1,15,15,3.2,64,2,1,4.0,2,Դավթաշեն,114000.0
0,0,5,1,2.8,82,3,1,2.0,1,Քանաքեռ-Զեյթուն,120000.0
2,1,15,12,3.0,96,3,1,2.0,2,Արաբկիր,205000.0
1,0,11,4,2.75,95,3,2,2.0,2,Կենտրոն,236000.0
2,1,16,12,3.2,112,4,2,0.0,3,Արաբկիր,210000.0
2,1,5,3,3.0,100,3,2,2.0,1,Կենտրոն,350000.0
2,1,12,12,3.0,62,3,1,4.0,2,Աջափնյակ,138000.0
0,0,9,2,2.8,78,4,1,1.5,0,Ավան,120000.0
1,0,9,2,2.8,97,3,1,1.0,2,Դավթաշեն,125000.0
2,0,9,9,2.75,27,1,1,2.0,1,Մալաթիա-Սեբաստիա,42000.0
0,0,5,5,3.0,80,3,2,2.0,3,Արաբկիր,129000.0
2,1,22,8,3.0,84,3,2,0.0,3,Մալաթիա-Սեբաստիա,150000.0
0,0,3,2,3.2,67,3,1,1.0,2,Կենտրոն,225000.0
2,1,11,8,3.0,101,3,1,2.0,3,Կենտրոն,260000.0
1,0,9,4,2.7,98,3,1,0.5,2,Նոր Նորք,89000.0
0,0,7,5,2.8,41,2,1,4.0,1,Կենտրոն,138000.0
1,0,14,8,2.75,100,4,2,1.0,0,Քանաքեռ-Զեյթուն,115000.0
1,0,9,1,2.8,88,3,1,2.0,1,Արաբկիր,161660.0
0,0,5,4,2.6,60,2,1,1.0,0,Արաբկիր,115000.0
2,1,14,5,2.8,37,1,1,1.5,0,Կենտրոն,90000.0
2,1,8,3,3.0,140,4,2,2.0,3,Արաբկիր,400000.0
2,1,16,11,3.0,107,3,1,0.0,2,Կենտրոն,435000.0
2,1,15,12,3.0,135,3,2,2.0,2,Կենտրոն,1000000.0
2,1,7,3,3.0,50,2,1,4.0,1,Դավթաշեն,119942.0
1,0,9,9,2.8,88,4,2,2.0,0,Նոր Նորք,145000.0
0,0,5,2,3.2,90,3,1,0.5,0,Արաբկիր,215000.0
0,0,5,5,3.0,74,3,1,0.5,0,Նոր Նորք,95000.0
0,0,5,3,2.75,45,2,1,4.0,1,Մալաթիա-Սեբաստիա,79000.0
2,1,5,5,3.0,53,2,1,2.0,1,Կենտրոն,185000.0
1,0,10,9,2.8,70,2,1,0.5,2,Կենտրոն,120000.0
0,0,5,1,2.75,48,2,1,3.0,2,Քանաքեռ-Զեյթուն,85000.0
1,0,9,8,2.8,90,4,1,2.0,2,Մալաթիա-Սեբաստիա,145000.0
2,1,19,16,3.0,69,2,1,2.0,2,Շենգավիթ,190000.0
1,0,9,6,2.8,90,4,1,1.5,3,Ավան,112000.0
1,0,9,4,2.75,78,3,2,0.5,0,Մալաթիա-Սեբաստիա,95000.0
0,0,5,2,3.5,40,2,1,2.0,1,Կենտրոն,145000.0
2,1,12,12,3.0,42,1,1,3.0,0,Աջափնյակ,70000.0
1,0,10,6,2.8,85,3,1,1.5,2,Կենտրոն,255000.0
1,0,9,5,2.75,50,1,1,0.5,1,Կենտրոն,115000.0
2,1,17,13,3.0,69,2,1,0.0,2,Աջափնյակ,130000.0
0,1,7,6,2.75,53,3,1,2.0,1,Շենգավիթ,75000.0
1,0,9,1,2.7,70,3,1,3.0,0,Նոր Նորք,95000.0
2,1,16,2,2.7,37,1,1,0.0,1,Կենտրոն,60000.0
0,0,5,4,2.7,43,2,1,1.5,0,Ավան,69500.0
0,0,5,5,3.5,141,5,2,3.0,0,Կենտրոն,612000.0
0,0,5,2,2.75,69,3,1,1.5,2,Քանաքեռ-Զեյթուն,92000.0
0,0,5,1,2.7,35,1,1,4.0,2,Արաբկիր,100000.0
1,0,5,1,2.7,51,2,1,1.0,0,Նոր Նորք,66000.0
1,0,9,1,2.75,120,3,1,1.5,1,Մալաթիա-Սեբաստիա,103000.0
1,0,10,5,2.8,80,3,1,3.0,1,Կենտրոն,250000.0
1,0,13,1,2.7,26,1,1,2.0,1,Արաբկիր,65000.0
2,0,10,9,2.75,70,3,1,2.0,0,Արաբկիր,125000.0
2,1,14,11,3.0,76,3,1,2.0,2,Կենտրոն,185000.0
2,1,15,4,3.2,110,4,2,2.0,2,Կենտրոն,677931.0
1,0,9,3,2.8,88,3,1,2.0,1,Կենտրոն,200000.0
1,0,9,8,2.75,70,2,1,2.0,0,Արաբկիր,117000.0
2,1,14,2,2.8,110,3,2,2.0,2,Մալաթիա-Սեբաստիա,175000.0
1,0,9,8,2.75,96,4,3,2.0,0,Դավթաշեն,182520.0
2,1,6,5,3.0,54,3,1,4.0,2,Կենտրոն,234000.0
2,1,11,10,3.0,83,3,1,2.0,1,Արաբկիր,182000.0
2,1,16,11,3.0,70,3,1,0.0,2,Աջափնյակ,119942.0
2,0,10,9,2.8,70,3,1,2.0,1,Արաբկիր,125000.0
1,0,9,5,2.75,74,3,1,3.0,3,Դավթաշեն,119000.0
1,0,16,14,3.0,90,3,1,1.0,1,Մալաթիա-Սեբաստիա,120000.0
0,0,5,3,3.2,57,2,1,3.0,1,Կենտրոն,250000.0
1,0,10,7,2.75,70,2,1,1.5,2,Կենտրոն,126000.0
2,1,8,7,3.2,131,4,2,0.0,2,Արաբկիր,285000.0
0,0,5,3,2.75,36,2,1,0.0,0,Աջափնյակ,57000.0
2,1,16,4,3.0,35,1,1,4.0,2,Կենտրոն,127000.0
0,0,5,2,2.8,90,4,1,2.0,1,Աջափնյակ,135000.0
0,0,4,3,2.7,99,3,1,4.0,2,Կենտրոն,235000.0
3,0,4,3,2.5,65,3,1,2.0,0,Քանաքեռ-Զեյթուն,120000.0
1,0,14,10,2.8,82,3,1,3.0,0,Արաբկիր,160000.0
1,0,16,15,2.7,82,3,1,1.0,0,Քանաքեռ-Զեյթուն,92000.0
2,1,9,8,3.0,91,3,1,2.0,2,Արաբկիր,260000.0
1,0,9,8,2.75,95,3,2,1.0,3,Աջափնյակ,100000.0
1,0,16,10,2.75,78,3,1,2.0,3,Աջափնյակ,100000.0
0,0,5,2,3.5,63,3,1,2.0,1,Կենտրոն,255000.0
0,0,7,3,2.8,54,2,1,4.0,2,Կենտրոն,158000.0
0,0,4,1,2.8,75,3,1,2.0,0,Աջափնյակ,105000.0
1,0,9,8,2.75,90,4,1,0.5,3,Մալաթիա-Սեբաստիա,92000.0
2,1,14,13,3.0,83,3,1,2.0,2,Աջափնյակ,200000.0
2,1,14,10,3.0,74,1,1,4.0,1,Կենտրոն,189000.0
2,1,18,14,3.2,76,3,2,3.0,2,Արաբկիր,187000.0
2,1,16,4,3.0,110,4,2,2.0,2,Կենտրոն,675000.0
2,1,18,14,3.0,110,3,2,1.0,3,Դավթաշեն,145000.0
0,0,4,4,2.75,76,3,1,0.5,0,Քանաքեռ-Զեյթուն,122000.0
0,0,5,3,3.0,92,3,2,2.0,2,Կենտրոն,480000.0
1,0,10,2,2.75,44,1,1,2.0,0,Էրեբունի,80000.0
1,0,16,12,2.75,85,3,1,2.0,0,Արաբկիր,95000.0
2,1,11,1,3.0,43,2,1,3.0,1,Աջափնյակ,93000.0
0,0,4,4,3.2,59,2,1,4.0,1,Կենտրոն,239000.0
0,0,5,5,2.8,76,3,1,4.0,2,Արաբկիր,175000.0
1,0,9,6,2.75,65,2,1,0.5,2,Արաբկիր,120000.0
1,0,14,1,2.8,50,1,1,2.0,1,Մալաթիա-Սեբաստիա,74000.0
2,1,10,6,3.0,106,3,1,3.0,3,Էրեբունի,150000.0
1,0,14,1,2.7,50,2,1,2.0,1,Մալաթիա-Սեբաստիա,77000.0
0,0,5,5,2.8,33,1,1,2.0,2,Արաբկիր,75000.0
2,1,13,3,3.0,62,3,1,0.0,2,Արաբկիր,152000.0
1,0,9,5,2.75,80,3,1,2.0,0,Նոր Նորք,110000.0
2,1,4,4,3.0,136,3,2,2.0,2,Կենտրոն,350000.0
1,1,19,2,3.0,58,2,1,0.0,2,Ավան,87000.0
2,1,12,9,3.0,120,3,2,3.0,2,Արաբկիր,357000.0
0,0,5,3,2.8,115,4,2,2.0,2,Արաբկիր,190000.0
0,0,5,1,2.8,58,3,1,2.0,0,Արաբկիր,120000.0
1,0,9,9,2.75,56,2,1,3.0,1,Քանաքեռ-Զեյթուն,95000.0
2,1,14,5,3.0,56,2,1,4.0,3,Կենտրոն,160000.0
1,0,10,6,2.75,78,3,1,1.0,3,Կենտրոն,138000.0
2,1,18,8,3.0,69,2,1,0.0,2,Աջափնյակ,120000.0
1,0,9,8,2.75,50,1,1,2.0,0,Մալաթիա-Սեբաստիա,80000.0
2,0,10,3,2.8,128,4,2,0.5,0,Կենտրոն,350000.0
2,1,11,4,3.0,71,2,1,2.0,2,Դավթաշեն,138000.0
1,0,9,1,2.75,77,3,1,1.5,0,Նոր Նորք,97000.0
2,1,14,11,2.8,110,3,2,4.0,2,Քանաքեռ-Զեյթուն,207000.0
0,0,3,1,3.5,68,2,1,0.0,2,Քանաքեռ-Զեյթուն,65000.0
2,1,16,11,3.0,80,3,1,0.0,2,Ավան,96475.0
1,0,14,12,2.8,81,3,2,2.0,1,Արաբկիր,190000.0
2,1,11,11,3.0,60,2,1,2.0,0,Կենտրոն,275000.0
2,1,12,4,3.0,98,3,2,0.0,3,Կենտրոն,640000.0
2,1,4,2,3.2,84,3,2,0.0,2,Էրեբունի,132000.0
0,0,5,5,2.7,80,3,1,0.5,0,Արաբկիր,120000.0
2,1,15,13,3.0,108,4,1,4.0,2,Աջափնյակ,280000.0
1,0,9,8,2.75,80,3,1,3.0,1,Ավան,110000.0
1,0,14,6,2.75,84,3,2,2.0,2,Մալաթիա-Սեբաստիա,97000.0
1,0,10,8,2.75,80,3,1,3.0,1,Կենտրոն,160000.0
2,1,8,8,3.0,145,4,3,0.0,3,Կենտրոն,250000.0
1,0,9,5,2.75,70,3,1,4.0,0,Աջափնյակ,115000.0
2,1,12,8,3.0,80,3,1,2.0,2,Կենտրոն,235000.0
2,1,13,5,3.0,139,4,3,0.0,3,Կենտրոն,630000.0
0,0,5,3,2.75,112,3,1,3.0,2,Շենգավիթ,145000.0
1,0,12,2,2.75,99,3,1,0.5,3,Կենտրոն,164000.0
0,0,5,1,2.8,50,2,1,1.5,0,Էրեբունի,90000.0
1,0,9,9,2.75,43,1,1,0.5,0,Կենտրոն,86700.0
2,1,17,16,3.0,63,2,2,0.0,2,Կենտրոն,215000.0
1,0,9,7,2.75,87,3,2,3.0,2,Աջափնյակ,115000.0
0,0,5,1,3.0,55,2,1,4.0,1,Կենտրոն,300000.0
1,0,9,1,2.8,33,2,1,2.0,1,Նոր Նորք,57000.0
2,1,3,3,3.5,97,4,2,4.0,2,Կենտրոն,300000.0
1,0,14,1,2.75,60,2,1,1.0,0,Արաբկիր,92000.0
1,0,9,1,2.7,90,4,1,1.5,0,Մալաթիա-Սեբաստիա,100000.0
1,0,16,13,2.75,96,3,1,3.0,0,Արաբկիր,129900.0
0,0,5,4,2.8,62,3,1,3.0,2,Արաբկիր,110000.0
2,1,19,6,3.0,100,1,1,4.0,2,Կենտրոն,580000.0
1,0,5,5,2.75,60,2,1,1.0,0,Նոր Նորք,72000.0
0,0,5,1,2.75,80,3,2,2.0,0,Մալաթիա-Սեբաստիա,87000.0
2,1,14,7,3.0,105,3,2,3.0,2,Կենտրոն,210000.0
1,0,10,7,2.75,67,2,1,0.5,2,Արաբկիր,107000.0
2,1,18,12,3.0,74,3,1,2.0,2,Կենտրոն,159000.0
1,0,16,7,2.7,76,3,1,2.0,2,Աջափնյակ,144000.0
0,0,5,2,3.0,90,4,1,2.0,2,Կենտրոն,239000.0
1,0,9,5,2.6,82,3,1,1.5,3,Շենգավիթ,118000.0
1,0,9,4,2.8,45,2,1,2.0,0,Ավան,87000.0
1,0,9,5,2.8,97,4,1,2.0,0,Մալաթիա-Սեբաստիա,133000.0
1,0,9,1,2.8,48,2,1,1.5,3,Արաբկիր,79000.0
1,0,9,1,2.8,83,4,2,2.0,1,Մալաթիա-Սեբաստիա,158000.0
0,0,5,3,3.0,76,3,1,0.5,0,Կենտրոն,160000.0
1,0,9,8,2.75,75,3,2,0.0,0,Նոր Նորք,80000.0
0,0,5,3,2.75,75,3,1,2.0,3,Արաբկիր,130000.0
2,1,22,18,3.0,61,2,1,2.0,2,Շենգավիթ,220000.0
0,0,5,5,3.2,83,3,1,2.0,0,Շենգավիթ,187000.0
0,0,5,5,3.0,33,2,1,2.0,2,Արաբկիր,105000.0
2,1,6,5,3.0,55,3,1,4.0,2,Կենտրոն,233000.0
1,0,9,6,2.7,76,3,1,2.0,3,Նոր Նորք,87000.0
1,0,11,8,2.75,90,3,1,2.0,2,Կենտրոն,280000.0
0,0,5,3,2.8,79,3,1,1.5,1,Ավան,120000.0
2,1,17,14,3.0,55,2,1,2.0,2,Կենտրոն,305000.0
1,0,16,14,2.8,95,4,1,2.0,0,Ավան,123000.0
0,0,4,2,3.2,74,2,1,2.0,2,Կենտրոն,200000.0
0,0,5,4,2.75,56,2,1,2.0,2,Նոր Նորք,105000.0
1,0,9,2,2.7,70,2,1,3.0,0,Շենգավիթ,105000.0
2,1,25,3,3.0,98,3,2,2.0,3,Արաբկիր,370000.0
2,1,16,9,3.0,62,2,1,4.0,2,Մալաթիա-Սեբաստիա,165000.0
1,0,16,11,2.75,104,4,2,0.5,3,Աջափնյակ,90000.0
2,1,8,5,3.0,74,3,1,2.0,2,Արաբկիր,151231.0
2,1,9,2,3.0,50,2,1,0.0,1,Կենտրոն,125000.0
0,0,9,5,2.8,92,3,1,4.0,3,Արաբկիր,211000.0
2,1,8,8,3.0,46,1,2,2.0,0,Աջափնյակ,73500.0
0,0,5,5,2.75,54,2,1,0.5,2,Արաբկիր,120000.0
2,1,17,9,3.0,57,2,1,0.0,2,Աջափնյակ,96475.0
2,1,19,16,3.2,91,3,2,3.0,2,Դավթաշեն,230000.0
0,0,5,3,3.0,60,2,1,2.0,3,Կենտրոն,235000.0
2,1,16,2,3.0,105,3,2,3.0,3,Կենտրոն,400000.0
0,0,4,3,2.7,30,1,1,2.0,2,Աջափնյակ,62000.0
0,0,4,3,2.8,50,3,1,2.0,2,Կենտրոն,173000.0
1,0,10,10,2.8,88,3,1,1.5,2,Կենտրոն,230000.0
0,0,6,5,2.75,104,3,1,3.0,3,Կենտրոն,265000.0
1,0,10,10,2.6,69,3,1,2.0,2,Մալաթիա-Սեբաստիա,130000.0
0,0,5,4,2.75,73,3,1,1.0,0,Ավան,100000.0
0,0,5,5,2.7,63,2,1,1.5,2,Կենտրոն,195000.0
1,0,9,5,2.8,33,2,1,2.0,1,Դավթաշեն,69500.0
0,0,5,3,2.8,49,2,1,3.0,1,Արաբկիր,110000.0
2,1,16,10,3.0,58,2,1,3.0,2,Մալաթիա-Սեբաստիա,125000.0
1,0,9,9,2.8,65,2,2,3.0,0,Մալաթիա-Սեբաստիա,85000.0
0,0,3,1,2.8,50,2,1,1.5,1,Շենգավիթ,64000.0
1,0,16,11,2.8,52,2,1,4.0,0,Արաբկիր,83000.0
2,1,16,9,3.0,61,2,1,4.0,2,Արաբկիր,150000.0
0,0,5,3,2.75,73,3,1,1.0,2,Արաբկիր,135000.0
1,0,4,1,2.75,50,2,1,0.5,0,Շենգավիթ,72000.0
0,0,5,4,2.8,35,1,1,4.0,2,Կենտրոն,125000.0
0,0,4,3,2.8,53,2,1,3.0,0,Կենտրոն,230000.0
2,1,15,12,3.0,55,2,1,4.0,3,Կենտրոն,150000.0
1,0,9,3,2.75,95,4,1,3.0,0,Մալաթիա-Սեբաստիա,138000.0
1,0,9,5,2.7,56,2,1,1.5,0,Նոր Նորք,72000.0
0,0,5,5,2.75,54,2,1,2.0,2,Նոր Նորք,80000.0
1,0,16,15,2.75,85,3,1,1.5,0,Կենտրոն,220000.0
2,1,15,7,3.0,143,3,2,3.0,2,Կենտրոն,650000.0
0,0,6,1,2.75,103,4,1,1.5,3,Քանաքեռ-Զեյթուն,170000.0
2,1,4,3,3.2,122,4,2,0.0,3,Կենտրոն,216312.0
2,1,16,9,3.0,60,2,1,4.0,2,Արաբկիր,147000.0
1,0,9,4,2.75,95,4,2,2.0,0,Մալաթիա-Սեբաստիա,125000.0
0,0,5,5,3.2,91,3,1,3.0,3,Կենտրոն,210000.0
0,0,4,2,3.2,120,4,1,3.0,3,Կենտրոն,285000.0
2,1,10,10,3.0,86,3,2,2.0,0,Նոր Նորք,95000.0
0,0,4,3,3.0,51,2,1,0.0,1,Շենգավիթ,87000.0
2,0,10,10,2.8,85,3,1,2.0,2,Կենտրոն,150000.0
0,0,6,6,3.2,128,3,2,2.0,1,Կենտրոն,267000.0
0,0,8,4,2.8,77,2,1,3.0,1,Կենտրոն,220000.0
2,1,12,1,3.0,68,3,1,4.0,1,Շենգավիթ,180000.0
0,0,5,4,2.8,45,2,1,1.0,0,Արաբկիր,97000.0
2,1,14,3,3.0,55,2,1,4.0,2,Արաբկիր,128000.0
2,1,9,8,3.0,124,4,2,4.0,2,Արաբկիր,339000.0
1,0,8,2,2.8,55,2,1,2.0,0,Կենտրոն,120000.0
1,0,9,5,2.8,85,3,1,2.0,1,Կենտրոն,210000.0
2,1,6,6,3.0,38,2,1,2.0,1,Աջափնյակ,76500.0
1,0,9,3,2.8,73,3,1,4.0,2,Արաբկիր,143000.0
1,0,9,2,3.0,84,3,1,2.0,1,Կենտրոն,155000.0
2,1,11,8,2.8,100,3,1,2.0,0,Դավթաշեն,155000.0
2,0,14,2,2.75,85,3,1,3.0,0,Մալաթիա-Սեբաստիա,122000.0
1,0,14,7,2.8,78,3,1,1.5,0,Շենգավիթ,122000.0
0,0,5,5,3.0,113,3,1,1.5,3,Կենտրոն,220000.0
2,1,11,3,3.0,72,2,1,2.0,2,Կենտրոն,215000.0
1,0,14,6,2.75,87,3,1,2.0,0,Շենգավիթ,135000.0
2,1,18,4,3.5,76,3,1,2.0,1,Արաբկիր,185000.0
1,0,9,7,2.8,96,3,1,1.5,1,Արաբկիր,160000.0
0,0,5,4,2.8,99,3,1,2.0,2,Արաբկիր,200000.0
0,0,2,1,3.5,70,4,1,1.5,1,Կենտրոն,135000.0
0,0,5,3,3.2,106,3,1,2.0,2,Կենտրոն,420000.0
0,0,5,2,3.0,72,3,1,1.5,2,Արաբկիր,150000.0
2,1,6,4,3.0,62,2,1,0.0,2,Կենտրոն,173000.0
1,0,9,8,2.8,93,4,1,1.5,3,Մալաթիա-Սեբաստիա,108000.0
0,1,5,5,3.0,34,1,1,1.5,2,Արաբկիր,71500.0
2,1,19,3,3.0,140,3,2,0.0,2,Էրեբունի,200772.0
0,0,5,4,3.0,120,4,1,0.5,3,Կենտրոն,270000.0
2,1,16,11,3.0,110,3,2,4.0,2,Քանաքեռ-Զեյթուն,340000.0
1,0,14,6,2.75,105,4,2,1.5,3,Մալաթիա-Սեբաստիա,130000.0
2,1,16,12,3.0,47,2,1,2.0,2,Մալաթիա-Սեբաստիա,130000.0
0,0,5,2,3.0,65,2,1,3.0,2,Շենգավիթ,135000.0
0,0,5,2,2.7,56,2,1,2.0,1,Կենտրոն,280000.0
2,1,22,15,3.0,89,3,2,4.0,1,Կենտրոն,695000.0
0,0,5,1,2.75,55,2,1,0.0,0,Շենգավիթ,75000.0
0,0,4,4,2.5,28,1,1,1.0,1,Մալաթիա-Սեբաստիա,50000.0
2,1,14,10,3.2,105,3,2,1.5,0,Կենտրոն,265000.0
2,1,14,4,3.0,59,3,1,4.0,2,Արաբկիր,145000.0
1,0,9,6,2.8,80,3,1,3.0,0,Մալաթիա-Սեբաստիա,132500.0
1,0,16,15,2.75,96,3,2,1.0,2,Քանաքեռ-Զեյթուն,130000.0
1,0,9,2,2.75,50,1,2,1.0,0,Մալաթիա-Սեբաստիա,70000.0
1,0,10,5,2.75,74,3,2,2.0,1,Կենտրոն,165000.0
1,0,14,11,2.75,125,4,1,0.5,3,Աջափնյակ,136000.0
0,0,5,3,3.0,43,1,1,1.5,2,Կենտրոն,140000.0
1,0,9,6,2.7,70,2,1,1.5,0,Ավան,90000.0
2,1,12,11,3.0,75,3,1,2.0,2,Արաբկիր,160000.0
1,0,9,8,2.75,100,3,2,1.5,3,Նոր Նորք,120000.0
0,0,4,4,3.2,49,2,1,3.0,1,Կենտրոն,120000.0
2,1,14,5,3.0,66,2,1,4.0,2,Մալաթիա-Սեբաստիա,160000.0
1,0,9,2,2.75,70,2,1,2.0,0,Քանաքեռ-Զեյթուն,120500.0
0,0,8,6,2.75,99,5,2,2.0,0,Արաբկիր,150000.0
0,0,5,1,2.75,147,5,1,1.0,2,Մալաթիա-Սեբաստիա,115000.0
0,0,5,5,2.75,71,3,1,3.0,2,Արաբկիր,129000.0
