Price,Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,Currency,District
98000.0,Քարե,Ոչ,6,2,2.8,47,2,1,Եվրովերանորոգված,Առկա չէ,$,Քանաքեռ-Զեյթուն
550000.0,Մոնոլիտ,Այո,14,8,3.0,100,3,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
82000.0,Պանելային,Ոչ,9,4,2.8,48,1,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Ավան
180000.0,Մոնոլիտ,Այո,7,4,3.0,63,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Կենտրոն
365000.0,Մոնոլիտ,Այո,15,8,3.0,57,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
315000.0,Քարե,Ոչ,5,4,3.2,79,3,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
108000.0,Քարե,Ոչ,5,1,2.8,43,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
90000.0,Քարե,Ոչ,5,1,2.7,56,2,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Շենգավիթ
120000.0,Քարե,Ոչ,5,2,2.8,76,4,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Արաբկիր
95000.0,Քարե,Ոչ,5,2,3.0,44,1,1,Հին վերանորոգում,Առկա չէ,$,Կենտրոն
155000.0,Պանելային,Ոչ,14,4,2.7,74,3,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
105000.0,Քարե,Ոչ,5,4,2.8,62,2,1,Մասնակի վերանորոգում,Առկա չէ,$,Արաբկիր
385000.0,Քարե,Ոչ,4,4,3.2,100,3,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
280000.0,Մոնոլիտ,Այո,6,6,3.0,54,3,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
145000.0,Քարե,Ոչ,5,1,2.8,81,3,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Կենտրոն
122500.0,Քարե,Ոչ,5,5,2.8,95,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
78500.0,Պանելային,Ոչ,9,1,2.7,76,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Շենգավիթ
130000.0,Քարե,Այո,4,4,3.0,71,3,1,Հին վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
140000.0,Պանելային,Ոչ,10,6,2.75,44,2,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
74000.0,Պանելային,Ոչ,9,6,2.75,54,2,1,Կոսմետիկ վերանորոգում,Առկա չէ,$,Քանաքեռ-Զեյթուն
93000.0,Պանելային,Ոչ,9,2,2.75,70,2,2,Եվրովերանորոգված,Բաց պատշգամբ,$,Աջափնյակ
240000.0,Քարե,Ոչ,4,4,3.0,98,4,2,Եվրովերանորոգված,Առկա չէ,$,Կենտրոն
120000.0,Պանելային,Ոչ,14,14,2.8,110,4,2,Հին վերանորոգում,Բաց պատշգամբ,$,Դավթաշեն
32000000.0,Պանելային,Ոչ,3,1,2.75,72,3,1,Կոսմետիկ վերանորոգում,Առկա չէ,֏,Շենգավիթ
123000.0,Պանելային,Ոչ,14,13,2.75,83,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Դավթաշեն
93000.0,Պանելային,Ոչ,9,2,2.75,73,3,1,Չվերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
120000.0,Քարե,Ոչ,5,1,2.8,66,3,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Արաբկիր
155000.0,Պանելային,Ոչ,9,4,2.8,50,2,1,Եվրովերանորոգված,Առկա չէ,$,Կենտրոն
1200000.0,Մոնոլիտ,Այո,13,13,3.0,570,8,3,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
460000.0,Մոնոլիտ,Այո,6,4,3.0,127,4,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
100000.0,Քարե,Ոչ,5,3,2.75,65,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
105000.0,Կասետային,Ոչ,5,4,2.6,65,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Նոր Նորք
99000.0,Պանելային,Ոչ,9,4,2.8,75,3,1,Եվրովերանորոգված,Առկա չէ,$,Մալաթիա-Սեբաստիա
138000.0,Մոնոլիտ,Այո,14,11,3.0,69,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Դավթաշեն
170000.0,Մոնոլիտ,Այո,18,5,3.0,74,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Դավթաշեն
95000.0,Պանելային,Ոչ,9,6,2.75,87,4,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
420000.0,Քարե,Ոչ,5,1,3.0,280,6,2,Եվրովերանորոգված,Բաց պատշգամբ,$,Արաբկիր
368000.0,Քարե,Ոչ,6,3,3.5,82,3,1,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Կենտրոն
90000.0,Պանելային,Ոչ,12,8,2.7,64,2,1,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
185000.0,Մոնոլիտ,Այո,12,6,3.0,80,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
175000.0,Մոնոլիտ,Այո,16,13,3.0,65,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
150000.0,Մոնոլիտ,Այո,14,5,3.0,55,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
80000.0,Պանելային,Ոչ,4,3,2.7,50,2,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Շենգավիթ
140000.0,Մոնոլիտ,Ոչ,10,8,2.8,90,4,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Արաբկիր
235000.0,Մոնոլիտ,Այո,14,13,3.0,81,3,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Կենտրոն
250000.0,Մոնոլիտ,Այո,10,2,3.0,104,4,2,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
160000.0,Մոնոլիտ,Այո,22,8,3.0,70,2,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Արաբկիր
87500.0,Մոնոլիտ,Ոչ,14,3,2.75,78,3,1,Չվերանորոգված,Փակ պատշգամբ,$,Շենգավիթ
76000.0,Քարե,Ոչ,5,4,2.75,44,2,1,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Արաբկիր
110000.0,Պանելային,Ոչ,9,2,2.7,75,3,1,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Նոր Նորք
94000.0,Պանելային,Ոչ,9,8,2.75,42,1,1,Հին վերանորոգում,Առկա չէ,$,Կենտրոն
85000.0,Պանելային,Ոչ,9,6,2.75,41,1,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Էրեբունի
375000.0,Մոնոլիտ,Այո,13,8,3.0,107,3,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
320000.0,Մոնոլիտ,Այո,15,10,3.0,61,2,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
295000.0,Մոնոլիտ,Այո,15,10,3.0,107,4,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
270000.0,Մոնոլիտ,Այո,8,2,3.0,105,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
120000.0,Պանելային,Ոչ,16,7,2.7,82,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Աջափնյակ
155000.0,Քարե,Ոչ,5,4,3.0,88,3,2,Հին վերանորոգում,Բաց պատշգամբ,$,Արաբկիր
80000.0,Քարե,Ոչ,5,4,2.75,31,1,1,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Շենգավիթ
200000.0,Մոնոլիտ,Այո,16,9,3.0,75,2,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
100000.0,Մոնոլիտ,Ոչ,14,10,2.8,105,3,2,Հին վերանորոգում,Բաց պատշգամբ,$,Աջափնյակ
150000.0,Քարե,Ոչ,5,4,2.7,63,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Արաբկիր
640000.0,Մոնոլիտ,Այո,15,11,3.0,115,3,2,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
75000.0,Պանելային,Ոչ,9,7,2.8,48,2,1,Եվրովերանորոգված,Առկա չէ,$,Մալաթիա-Սեբաստիա
82000.0,Քարե,Ոչ,5,5,2.8,58,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
139000.0,Քարե,Ոչ,5,3,3.0,39,2,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Արաբկիր
135000.0,Պանելային,Ոչ,9,5,2.75,90,4,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Մալաթիա-Սեբաստիա
265000.0,Մոնոլիտ,Այո,14,10,3.0,116,3,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
235000.0,Քարե,Ոչ,5,2,2.6,76,3,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
78000.0,Պանելային,Ոչ,9,6,2.8,48,2,1,Եվրովերանորոգված,Առկա չէ,$,Մալաթիա-Սեբաստիա
390000.0,Մոնոլիտ,Այո,7,6,3.2,110,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
160000.0,Պանելային,Ոչ,9,5,2.8,63,2,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Կենտրոն
230000.0,Քարե,Այո,15,10,3.0,76,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
94000.0,Պանելային,Ոչ,9,9,2.8,56,2,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Նոր Նորք
240000.0,Քարե,Ոչ,5,1,2.7,100,4,2,Կոսմետիկ վերանորոգում,Առկա չէ,$,Կենտրոն
125000.0,Պանելային,Ոչ,14,4,2.75,83,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
70000.0,Պանելային,Ոչ,4,4,3.0,50,3,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Ավան
73000.0,Պանելային,Ոչ,9,6,2.75,42,1,1,Հին վերանորոգում,Առկա չէ,$,Արաբկիր
34500000.0,Պանելային,Ոչ,9,5,2.8,70,3,1,Կոսմետիկ վերանորոգում,Առկա չէ,֏,Ավան
92000.0,Քարե,Ոչ,5,4,2.7,78,3,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Շենգավիթ
143000.0,Պանելային,Ոչ,11,7,2.8,80,3,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
400000.0,Քարե,Ոչ,3,3,3.2,178,4,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
98000.0,Մոնոլիտ,Այո,14,2,3.0,75,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
108000.0,Մոնոլիտ,Այո,18,12,3.0,59,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Արաբկիր
250000.0,Քարե,Ոչ,5,2,2.6,103,3,1,Հին վերանորոգում,Մի քանի պատշգամբ,$,Կենտրոն
360000.0,Մոնոլիտ,Այո,14,12,3.0,101,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
179000.0,Քարե,Ոչ,5,4,2.6,75,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Կենտրոն
81400.0,Մոնոլիտ,Այո,20,9,3.0,59,2,1,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Դավթաշեն
135000.0,Քարե,Ոչ,5,1,3.0,100,4,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
250000.0,Քարե,Ոչ,5,4,3.0,61,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
143000.0,Քարե,Ոչ,5,1,2.75,85,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Արաբկիր
141000.0,Մոնոլիտ,Այո,15,7,3.0,61,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
90000.0,Քարե,Ոչ,5,4,2.75,96,3,1,Մասնակի վերանորոգում,Առկա չէ,$,Շենգավիթ
90000.0,Պանելային,Ոչ,9,5,2.8,73,4,2,Կոսմետիկ վերանորոգում,Առկա չէ,$,Մալաթիա-Սեբաստիա
209000.0,Պանելային,Ոչ,9,4,2.75,90,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Արաբկիր
255000.0,Մոնոլիտ,Այո,14,10,3.0,105,3,2,Եվրովերանորոգված,Փակ պատշգամբ,$,Կենտրոն
128900.0,Քարե,Ոչ,5,5,2.7,71,3,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
150000.0,Քարե,Ոչ,5,4,3.0,64,2,1,Հին վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
125000.0,Պանելային,Ոչ,9,9,2.75,73,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
189000.0,Մոնոլիտ,Այո,12,7,3.0,80,3,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
174000.0,Պանելային,Ոչ,13,10,2.75,80,2,1,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
112000.0,Պանելային,Ոչ,9,2,2.75,79,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Ավան
110000.0,Պանելային,Ոչ,9,1,2.75,50,2,1,Մասնակի վերանորոգում,Առկա չէ,$,Կենտրոն
78000.0,Պանելային,Ոչ,5,1,2.75,63,2,1,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
80000.0,Պանելային,Ոչ,9,2,2.75,59,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
300000.0,Մոնոլիտ,Այո,13,5,3.0,74,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
420000.0,Մոնոլիտ,Այո,4,3,3.0,255,5,3,Դիզայներական ոճով վերանորոգված,Մի քանի պատշգամբ,$,Քանաքեռ-Զեյթուն
105000.0,Քարե,Ոչ,5,2,3.0,47,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Արաբկիր
500000.0,Մոնոլիտ,Այո,14,7,3.2,150,4,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
120000.0,Պանելային,Ոչ,14,6,2.8,83,3,2,Եվրովերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
120000.0,Պանելային,Ոչ,9,1,2.75,71,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
250000.0,Քարե,Ոչ,5,1,2.75,101,4,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
180000.0,Քարե,Ոչ,4,1,2.75,263,4,2,Մասնակի վերանորոգում,Առկա չէ,$,Աջափնյակ
300000.0,Մոնոլիտ,Ոչ,11,9,2.75,100,3,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
170000.0,Մոնոլիտ,Այո,14,5,3.0,40,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
92000.0,Պանելային,Ոչ,12,8,2.7,63,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Նոր Նորք
26000000.0,Պանելային,Ոչ,16,11,2.8,45,2,1,Կապիտալ վերանորոգված,Առկա չէ,֏,Աջափնյակ
115000.0,Քարե,Ոչ,5,4,2.8,100,3,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
102000.0,Քարե,Ոչ,5,1,2.8,70,3,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Շենգավիթ
540000.0,Մոնոլիտ,Այո,18,12,3.0,110,3,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
92000.0,Պանելային,Ոչ,9,7,2.75,80,3,1,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
128000.0,Պանելային,Ոչ,9,1,2.75,71,4,1,Եվրովերանորոգված,Առկա չէ,$,Քանաքեռ-Զեյթուն
185000.0,Քարե,Ոչ,5,5,3.2,94,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Շենգավիթ
120000.0,Քարե,Ոչ,5,2,2.7,62,2,1,Հին վերանորոգում,Փակ պատշգամբ,$,Կենտրոն
160000.0,Քարե,Ոչ,5,4,3.2,78,3,2,Կոսմետիկ վերանորոգում,Առկա չէ,$,Արաբկիր
149000.0,Պանելային,Ոչ,9,2,2.75,40,2,1,Եվրովերանորոգված,Առկա չէ,$,Կենտրոն
108000.0,Մոնոլիտ,Այո,8,3,3.0,42,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Արաբկիր
127000.0,Պանելային,Ոչ,9,8,2.8,80,4,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Արաբկիր
165000.0,Մոնոլիտ,Այո,14,7,3.0,59,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Արաբկիր
122000.0,Մոնոլիտ,Այո,14,6,2.75,44,1,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Կենտրոն
62500.0,Մոնոլիտ,Այո,16,16,3.0,38,2,1,Չվերանորոգված,Առկա չէ,$,Նոր Նորք
139000.0,Մոնոլիտ,Ոչ,14,3,2.75,85,3,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Մալաթիա-Սեբաստիա
200000.0,Պանելային,Ոչ,9,2,2.8,80,3,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
89000.0,Պանելային,Ոչ,16,12,2.75,94,4,2,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Դավթաշեն
220000.0,Մոնոլիտ,Այո,15,15,3.0,150,4,2,Դիզայներական ոճով վերանորոգված,Մի քանի պատշգամբ,$,Նոր Նորք
150000.0,Մոնոլիտ,Ոչ,5,3,2.8,84,3,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Արաբկիր
90000.0,Պանելային,Ոչ,16,1,2.8,75,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Աջափնյակ
720000.0,Մոնոլիտ,Այո,14,14,3.2,125,4,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
75000.0,Քարե,Ոչ,5,5,2.75,45,1,1,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
86900.0,Քարե,Ոչ,5,3,2.8,48,2,1,Հին վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
142000.0,Պանելային,Ոչ,10,3,2.8,47,2,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Կենտրոն
280000.0,Մոնոլիտ,Այո,6,6,3.0,60,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
265000.0,Քարե,Ոչ,6,3,2.8,61,3,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
187000.0,Մոնոլիտ,Այո,14,11,2.8,122,4,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
125000.0,Քարե,Ոչ,5,5,2.8,73,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
135000.0,Քարե,Ոչ,5,1,2.75,56,2,2,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Կենտրոն
215000.0,Քարե,Ոչ,6,2,2.75,63,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
210000.0,Քարե,Ոչ,5,4,2.8,130,4,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Արաբկիր
500000.0,Քարե,Ոչ,4,3,3.2,200,5,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
285000.0,Պանելային,Ոչ,9,9,2.75,50,3,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Կենտրոն
183000.0,Պանելային,Ոչ,11,7,2.8,83,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
247000.0,Մոնոլիտ,Այո,15,3,3.0,40,2,1,Եվրովերանորոգված,Առկա չէ,$,Կենտրոն
83000.0,Քարե,Ոչ,4,4,3.0,50,1,2,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
170000.0,Մոնոլիտ,Այո,13,5,3.0,80,2,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Աջափնյակ
130000.0,Պանելային,Ոչ,9,6,2.8,85,3,1,Դիզայներական ոճով վերանորոգված,Փակ պատշգամբ,$,Էրեբունի
118000.0,Քարե,Ոչ,5,5,2.75,76,3,1,Հին վերանորոգում,Մի քանի պատշգամբ,$,Արաբկիր
170000.0,Քարե,Ոչ,5,5,3.5,115,2,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Կենտրոն
295000.0,Քարե,Ոչ,5,4,3.2,80,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
109000.0,Պանելային,Ոչ,12,11,2.75,85,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
522000.0,Մոնոլիտ,Այո,11,11,3.0,50,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
140000.0,Պանելային,Ոչ,9,7,2.75,96,3,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Դավթաշեն
135000.0,Քարե,Ոչ,5,1,2.75,130,4,1,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Նոր Նորք
76500.0,Պանելային,Ոչ,5,2,2.7,64,2,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
220000.0,Քարե,Ոչ,5,1,3.0,60,3,2,Կոսմետիկ վերանորոգում,Առկա չէ,$,Կենտրոն
170000.0,Մոնոլիտ,Այո,16,12,3.0,61,2,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
92000.0,Պանելային,Ոչ,9,9,2.75,81,3,1,Կոսմետիկ վերանորոգում,Առկա չէ,$,Մալաթիա-Սեբաստիա
120000.0,Քարե,Ոչ,5,2,2.75,76,3,2,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
41000000.0,Մոնոլիտ,Այո,8,3,3.0,47,2,1,Եվրովերանորոգված,Բաց պատշգամբ,֏,Արաբկիր
180000.0,Մոնոլիտ,Ոչ,18,17,3.0,110,3,1,Չվերանորոգված,Բաց պատշգամբ,$,Կենտրոն
233000.0,Մոնոլիտ,Այո,6,5,3.0,54,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
140000.0,Մոնոլիտ,Այո,4,2,3.5,107,3,2,Կապիտալ վերանորոգված,Առկա չէ,$,Շենգավիթ
95000.0,Պանելային,Ոչ,9,2,2.75,90,4,1,Կոսմետիկ վերանորոգում,Մի քանի պատշգամբ,$,Մալաթիա-Սեբաստիա
120000.0,Պանելային,Ոչ,9,4,2.75,75,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
280000.0,Մոնոլիտ,Այո,10,7,3.0,136,4,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
135000.0,Քարե,Ոչ,6,6,2.8,105,4,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Արաբկիր
235000.0,Քարե,Ոչ,5,3,3.2,60,2,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
165000.0,Պանելային,Ոչ,9,1,2.8,106,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Դավթաշեն
130000.0,Քարե,Ոչ,5,2,2.75,110,4,2,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Մալաթիա-Սեբաստիա
128000.0,Մոնոլիտ,Այո,10,3,3.0,45,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Կենտրոն
205000.0,Քարե,Ոչ,5,4,3.0,79,3,1,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
230000.0,Մոնոլիտ,Այո,18,10,3.0,71,3,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Արաբկիր
103000.0,Քարե,Ոչ,8,3,2.8,48,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Արաբկիր
380000.0,Քարե,Ոչ,5,4,3.0,119,4,2,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Կենտրոն
45000.0,Պանելային,Ոչ,6,2,2.8,25,1,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Շենգավիթ
175000.0,Մոնոլիտ,Այո,14,7,3.0,90,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
60500.0,Քարե,Ոչ,5,1,2.8,72,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Էրեբունի
62000.0,Պանելային,Ոչ,4,4,2.8,41,2,1,Եվրովերանորոգված,Առկա չէ,$,Շենգավիթ
170000.0,Քարե,Ոչ,5,3,2.7,130,3,2,Չվերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
335000.0,Մոնոլիտ,Այո,9,8,3.0,124,4,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
87000.0,Պանելային,Ոչ,9,7,2.75,65,2,2,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
87000.0,Քարե,Ոչ,3,1,3.0,53,2,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Շենգավիթ
220000.0,Մոնոլիտ,Այո,18,18,3.0,113,3,2,Չվերանորոգված,Բաց պատշգամբ,$,Արաբկիր
137000.0,Մոնոլիտ,Այո,16,11,3.0,59,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
120000.0,Մոնոլիտ,Այո,11,11,3.0,51,2,1,Մասնակի վերանորոգում,Առկա չէ,$,Արաբկիր
650000.0,Քարե,Ոչ,3,3,3.0,215,4,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
360000.0,Քարե,Ոչ,9,6,3.0,77,2,1,Հին վերանորոգում,Մի քանի պատշգամբ,$,Կենտրոն
180000.0,Մոնոլիտ,Այո,18,8,3.0,53,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
124000.0,Մոնոլիտ,Այո,18,17,3.0,59,2,1,Չվերանորոգված,Փակ պատշգամբ,$,Արաբկիր
125000.0,Պանելային,Ոչ,14,12,2.8,105,4,1,Կոսմետիկ վերանորոգում,Առկա չէ,$,Մալաթիա-Սեբաստիա
175000.0,Քարե,Ոչ,5,3,3.2,38,1,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
110000.0,Պանելային,Ոչ,9,6,2.75,76,3,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Էրեբունի
95000.0,Պանելային,Ոչ,9,6,2.75,83,4,1,Հին վերանորոգում,Մի քանի պատշգամբ,$,Շենգավիթ
