Price,Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,Currency,District
120000.0,Քարե,Ոչ,5,3,2.7,76,3,1,Չվերանորոգված,Փակ պատշգամբ,$,Արաբկիր
158000.0,Մոնոլիտ,Այո,18,12,3.0,82,2,1,Չվերանորոգված,Առկա չէ,$,Արաբկիր
110000.0,Պանելային,Ոչ,9,6,2.75,96,3,1,Չվերանորոգված,Մի քանի պատշգամբ,$,Շենգավիթ
92000.0,Քարե,Ոչ,4,2,2.75,73,3,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
72000.0,Մոնոլիտ,Այո,6,6,3.0,38,2,1,Կոսմետիկ վերանորոգում,Առկա չէ,$,Աջափնյակ
120000.0,Պանելային,Ոչ,9,6,2.75,83,3,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Ավան
65000.0,Պանելային,Ոչ,9,9,2.75,41,2,1,Կոսմետիկ վերանորոգում,Առկա չէ,$,Նոր Նորք
112000.0,Պանելային,Ոչ,9,5,2.8,68,2,1,Եվրովերանորոգված,Առկա չէ,$,Արաբկիր
450000.0,Մոնոլիտ,Այո,6,2,3.0,107,4,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
67000.0,Պանելային,Ոչ,16,3,2.7,41,1,1,Հին վերանորոգում,Փակ պատշգամբ,$,Աջափնյակ
17640000.0,Մոնոլիտ,Այո,4,1,3.0,43,2,1,Չվերանորոգված,Առկա չէ,֏,Նոր Նորք
95000.0,Պանելային,Ոչ,9,2,2.8,87,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
270000.0,Քարե,Ոչ,5,5,3.0,103,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
105000.0,Մոնոլիտ,Այո,16,16,3.0,74,3,2,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Դավթաշեն
195000.0,Քարե,Ոչ,5,5,2.75,63,2,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
170000.0,Մոնոլիտ,Այո,16,5,3.0,66,2,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Դավթաշեն
80000.0,Պանելային,Ոչ,16,10,2.75,47,1,1,Չվերանորոգված,Առկա չէ,$,Կենտրոն
155000.0,Քարե,Ոչ,5,3,2.75,93,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Դավթաշեն
125000.0,Պանելային,Ոչ,14,12,2.75,105,4,2,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Մալաթիա-Սեբաստիա
121000.0,Քարե,Ոչ,5,1,3.0,77,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Շենգավիթ
139000.0,Մոնոլիտ,Այո,10,8,3.0,68,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Նորք-Մարաշ
280000.0,Մոնոլիտ,Այո,7,3,3.2,85,3,2,Դիզայներական ոճով վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
88000.0,Պանելային,Ոչ,9,2,2.8,67,2,2,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Մալաթիա-Սեբաստիա
350000.0,Քարե,Ոչ,4,3,3.0,200,5,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
450000.0,Քարե,Ոչ,5,3,3.2,126,4,3,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
46000.0,Քարե,Ոչ,8,1,2.5,60,3,1,Մասնակի վերանորոգում,Առկա չէ,$,Նոր Նորք
127000.0,Պանելային,Ոչ,14,12,3.0,80,3,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Էրեբունի
110000.0,Քարե,Ոչ,5,4,2.8,78,3,2,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
110000.0,Պանելային,Ոչ,12,7,2.8,78,2,1,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Քանաքեռ-Զեյթուն
110000.0,Քարե,Այո,5,1,2.8,60,3,1,Եվրովերանորոգված,Առկա չէ,$,Արաբկիր
229000.0,Մոնոլիտ,Այո,14,13,3.0,112,4,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
160000.0,Քարե,Ոչ,5,5,3.2,61,2,1,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
200000.0,Մոնոլիտ,Այո,14,14,3.0,86,3,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Քանաքեռ-Զեյթուն
145000.0,Մոնոլիտ,Ոչ,10,4,2.75,56,2,1,Հին վերանորոգում,Փակ պատշգամբ,$,Կենտրոն
250000.0,Պանելային,Ոչ,10,5,3.0,80,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
73000.0,Քարե,Ոչ,4,2,2.75,32,1,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Քանաքեռ-Զեյթուն
136000.0,Քարե,Ոչ,5,3,2.75,77,3,1,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
75000.0,Պանելային,Ոչ,4,2,2.7,58,2,1,Մասնակի վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
249900.0,Քարե,Ոչ,6,5,3.5,63,2,1,Հին վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
178000.0,Մոնոլիտ,Այո,11,7,3.0,69,3,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Աջափնյակ
167000.0,Քարե,Ոչ,5,4,3.0,80,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
57000.0,Քարե,Ոչ,5,4,2.7,37,1,1,Հին վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
65000.0,Պանելային,Ոչ,16,11,2.8,46,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Աջափնյակ
123000.0,Քարե,Ոչ,5,2,2.8,67,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
186000.0,Քարե,Ոչ,11,9,2.75,89,4,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Կենտրոն
230000.0,Մոնոլիտ,Այո,14,9,3.0,97,3,2,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Կենտրոն
495000.0,Մոնոլիտ,Այո,19,5,3.0,111,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
1000000.0,Մոնոլիտ,Այո,15,12,3.0,133,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
160000.0,Քարե,Ոչ,7,3,3.0,54,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
83000.0,Պանելային,Ոչ,10,10,2.8,68,2,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Շենգավիթ
95000.0,Քարե,Ոչ,5,5,3.2,45,3,1,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Արաբկիր
142000.0,Քարե,Ոչ,5,4,3.5,90,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Շենգավիթ
78000.0,Պանելային,Ոչ,12,12,2.75,62,2,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Աջափնյակ
78000.0,Պանելային,Ոչ,12,11,2.75,65,2,1,Հին վերանորոգում,Բաց պատշգամբ,$,Աջափնյակ
135000.0,Պանելային,Ոչ,9,8,2.75,37,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
300000.0,Քարե,Ոչ,5,4,2.8,138,4,3,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
153000.0,Մոնոլիտ,Այո,15,4,3.0,103,3,1,Չվերանորոգված,Բաց պատշգամբ,$,Ավան
81000.0,Պանելային,Ոչ,14,14,2.8,68,2,1,Կոսմետիկ վերանորոգում,Առկա չէ,$,Մալաթիա-Սեբաստիա
130000.0,Քարե,Ոչ,5,3,2.75,69,2,1,Հին վերանորոգում,Առկա չէ,$,Արաբկիր
105000.0,Պանելային,Ոչ,14,1,3.0,69,3,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
86000.0,Պանելային,Ոչ,5,2,2.7,74,3,1,Հին վերանորոգում,Բաց պատշգամբ,$,Նոր Նորք
185000.0,Մոնոլիտ,Այո,11,3,3.0,61,2,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
165000.0,Պանելային,Ոչ,10,5,2.8,74,3,2,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
82000.0,Պանելային,Ոչ,9,8,2.75,68,2,2,Հին վերանորոգում,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
158000.0,Մոնոլիտ,Այո,6,4,3.0,92,4,2,Չվերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
1150000.0,Մոնոլիտ,Այո,10,6,3.0,180,4,2,Դիզայներական ոճով վերանորոգված,Առկա չէ,$,Կենտրոն
700000.0,Մոնոլիտ,Այո,13,7,3.0,204,4,3,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
36500000.0,Մոնոլիտ,Այո,16,7,3.0,55,2,1,Մասնակի վերանորոգում,Բաց պատշգամբ,֏,Մալաթիա-Սեբաստիա
490000.0,Մոնոլիտ,Այո,6,5,3.2,190,5,3,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
77000.0,Քարե,Ոչ,5,4,2.75,47,2,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Քանաքեռ-Զեյթուն
195000.0,Մոնոլիտ,Այո,11,10,2.8,78,3,1,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Նոր Նորք
,Քարե,Ոչ,4,3,2.5,78,4,1,Եվրովերանորոգված,Առկա չէ,nan,Աջափնյակ
108000.0,Մոնոլիտ,Այո,14,7,3.0,58,2,1,Չվերանորոգված,Առկա չէ,$,Աջափնյակ
185000.0,Քարե,Ոչ,5,5,3.0,77,3,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
850000.0,Մոնոլիտ,Այո,6,4,3.0,181,5,3,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
135000.0,Պանելային,Ոչ,12,3,3.0,94,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Քանաքեռ-Զեյթուն
87000.0,Քարե,Ոչ,5,1,2.75,43,2,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Քանաքեռ-Զեյթուն
93000.0,Քարե,Ոչ,4,3,2.75,80,3,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Աջափնյակ
155000.0,Քարե,Ոչ,7,5,2.8,93,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
107000.0,Պանելային,Ոչ,11,7,2.8,42,2,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Կենտրոն
95000.0,Պանելային,Ոչ,9,7,2.7,42,1,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
170000.0,Պանելային,Ոչ,10,5,2.8,43,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
345000.0,Մոնոլիտ,Այո,15,11,3.0,115,3,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
110000.0,Պանելային,Ոչ,9,6,2.75,74,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
73000.0,Քարե,Ոչ,4,1,2.6,68,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Ավան
117500.0,Պանելային,Ոչ,16,11,2.75,83,3,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Աջափնյակ
116000.0,Պանելային,Ոչ,9,1,2.8,92,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Արաբկիր
54000000.0,Պանելային,Ոչ,14,6,2.6,103,3,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,֏,Աջափնյակ
149000.0,Պանելային,Ոչ,14,3,2.75,144,3,1,Հին վերանորոգում,Առկա չէ,$,Էրեբունի
119000.0,Մոնոլիտ,Այո,11,2,3.0,64,3,2,Եվրովերանորոգված,Առկա չէ,$,Դավթաշեն
81500.0,Քարե,Ոչ,5,1,2.75,56,2,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Էրեբունի
155000.0,Մոնոլիտ,Այո,14,13,3.0,67,2,2,Չվերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
145000.0,Մոնոլիտ,Այո,16,8,3.0,59,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
210000.0,Մոնոլիտ,Այո,6,6,3.0,54,2,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
390000.0,Քարե,Այո,6,6,3.0,110,3,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
360000.0,Մոնոլիտ,Այո,18,10,3.0,139,3,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
190000.0,Մոնոլիտ,Այո,14,8,3.0,67,2,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Արաբկիր
48000.0,Քարե,Ոչ,4,4,2.6,30,1,1,Հին վերանորոգում,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
70000.0,Քարե,Ոչ,4,4,3.0,45,2,1,Եվրովերանորոգված,Առկա չէ,$,Շենգավիթ
137000.0,Քարե,Ոչ,5,4,3.0,59,2,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
153000.0,Մոնոլիտ,Այո,16,5,3.0,63,2,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
100000.0,Պանելային,Ոչ,9,8,2.75,95,3,1,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Աջափնյակ
115000.0,Քարե,Ոչ,5,4,3.0,68,3,1,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Արաբկիր
230000.0,Պանելային,Ոչ,9,2,2.75,78,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
168000.0,Մոնոլիտ,Այո,11,3,3.0,102,3,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
64000.0,Քարե,Ոչ,4,4,2.7,40,1,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Աջափնյակ
238000.0,Քարե,Ոչ,5,5,2.8,91,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Արաբկիր
220000.0,Քարե,Ոչ,5,3,3.2,58,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
279000.0,Քարե,Ոչ,5,3,3.2,90,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
185000.0,Մոնոլիտ,Այո,15,6,3.2,69,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Կենտրոն
110000.0,Քարե,Ոչ,7,1,2.8,78,3,1,Կոսմետիկ վերանորոգում,Առկա չէ,$,Արաբկիր
559000.0,Մոնոլիտ,Այո,9,7,3.0,106,3,2,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
135000.0,Պանելային,Ոչ,11,5,2.8,82,3,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
240000.0,Քարե,Ոչ,5,5,2.75,120,3,2,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Կենտրոն
135000.0,Պանելային,Ոչ,14,10,2.8,85,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
209000.0,Մոնոլիտ,Այո,19,16,3.0,91,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Դավթաշեն
106000.0,Պանելային,Ոչ,9,7,3.0,76,3,1,Եվրովերանորոգված,Առկա չէ,$,Էրեբունի
78500.0,Պանելային,Ոչ,9,5,2.75,52,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Ավան
66000000.0,Մոնոլիտ,Այո,10,5,3.0,120,3,2,Չվերանորոգված,Բաց պատշգամբ,֏,Կենտրոն
97000.0,Պանելային,Ոչ,14,11,2.75,90,3,2,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Մալաթիա-Սեբաստիա
95000.0,Պանելային,Ոչ,10,7,2.75,64,2,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Շենգավիթ
33000000.0,Մոնոլիտ,Այո,16,6,2.8,46,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,֏,Աջափնյակ
100000.0,Քարե,Ոչ,5,3,2.8,85,3,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Էրեբունի
72000.0,Պանելային,Ոչ,5,1,2.7,54,2,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
105000.0,Պանելային,Ոչ,9,6,2.75,100,4,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
189000.0,Պանելային,Ոչ,11,4,2.75,85,3,1,Կոսմետիկ վերանորոգում,Մի քանի պատշգամբ,$,Կենտրոն
110000.0,Մոնոլիտ,Այո,15,4,2.8,66,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Կենտրոն
158000.0,Քարե,Ոչ,4,4,3.2,73,3,1,Դիզայներական ոճով վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
90000.0,Պանելային,Ոչ,10,5,2.7,65,3,1,Դիզայներական ոճով վերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
116000.0,Քարե,Ոչ,5,5,2.8,92,4,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Նոր Նորք
135000.0,Պանելային,Ոչ,9,3,3.0,75,3,1,Եվրովերանորոգված,Փակ պատշգամբ,$,Դավթաշեն
1200000.0,Քարե,Այո,4,4,3.0,136,4,2,Դիզայներական ոճով վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
92000.0,Պանելային,Ոչ,9,3,2.75,93,4,1,Հին վերանորոգում,Փակ պատշգամբ,$,Քանաքեռ-Զեյթուն
95000.0,Մոնոլիտ,Այո,4,4,3.0,50,2,1,Կապիտալ վերանորոգված,Առկա չէ,$,Դավթաշեն
280000.0,Մոնոլիտ,Այո,8,8,3.0,74,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
220000.0,Պանելային,Ոչ,8,8,2.75,80,3,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
180000.0,Պանելային,Ոչ,11,2,2.75,71,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Կենտրոն
46900000.0,Մոնոլիտ,Այո,16,6,2.8,70,3,1,Չվերանորոգված,Բաց պատշգամբ,֏,Մալաթիա-Սեբաստիա
245000.0,Քարե,Ոչ,4,4,3.2,82,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Կենտրոն
90000.0,Պանելային,Ոչ,9,8,2.75,80,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
280000.0,Քարե,Ոչ,4,2,2.8,79,2,1,Կոսմետիկ վերանորոգում,Բաց պատշգամբ,$,Արաբկիր
37000000.0,Մոնոլիտ,Ոչ,12,5,2.8,65,3,1,Կապիտալ վերանորոգված,Առկա չէ,֏,Կենտրոն
245000.0,Քարե,Ոչ,5,2,3.5,50,2,1,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
70000.0,Քարե,Ոչ,5,5,2.8,45,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Էրեբունի
245000.0,Մոնոլիտ,Այո,12,9,3.0,78,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Աջափնյակ
82000.0,Պանելային,Ոչ,9,5,2.75,60,3,2,Եվրովերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
115000.0,Մոնոլիտ,Ոչ,4,4,2.8,78,3,2,Հին վերանորոգում,Մի քանի պատշգամբ,$,Արաբկիր
105000.0,Քարե,Ոչ,5,4,2.75,100,4,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Մալաթիա-Սեբաստիա
55000.0,Կասետային,Ոչ,4,4,2.7,30,1,1,Չվերանորոգված,Բաց պատշգամբ,$,Քանաքեռ-Զեյթուն
240000.0,Քարե,Ոչ,5,4,2.8,75,3,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
105000.0,Քարե,Ոչ,4,1,2.8,57,3,1,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Աջափնյակ
184000.0,Քարե,Ոչ,9,8,2.75,96,3,1,Կոսմետիկ վերանորոգում,Մի քանի պատշգամբ,$,Կենտրոն
135000.0,Քարե,Ոչ,5,5,2.7,63,2,1,Հին վերանորոգում,Առկա չէ,$,Արաբկիր
135000.0,Մոնոլիտ,Այո,16,13,3.0,73,3,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Դավթաշեն
168000.0,Քարե,Ոչ,4,3,3.0,87,3,1,Մասնակի վերանորոգում,Մի քանի պատշգամբ,$,Արաբկիր
187000.0,Մոնոլիտ,Այո,18,14,3.0,76,3,2,Եվրովերանորոգված,Բաց պատշգամբ,$,Արաբկիր
120000.0,Պանելային,Ոչ,9,2,2.7,87,4,2,Հին վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
87000.0,Պանելային,Ոչ,16,8,2.75,62,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Աջափնյակ
510000.0,Մոնոլիտ,Այո,18,9,3.0,202,4,3,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
127500.0,Պանելային,Ոչ,12,11,2.75,63,3,1,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Արաբկիր
140000.0,Մոնոլիտ,Այո,9,3,2.8,62,3,3,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Նոր Նորք
58000.0,Պանելային,Ոչ,5,1,2.6,37,1,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Նոր Նորք
77000.0,Պանելային,Ոչ,16,15,2.75,61,2,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Աջափնյակ
75000.0,Քարե,Ոչ,9,6,2.8,64,2,1,Հին վերանորոգում,Փակ պատշգամբ,$,Նոր Նորք
450000.0,Քարե,Ոչ,5,3,2.8,63,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Կենտրոն
155000.0,Քարե,Ոչ,5,3,2.75,93,3,1,Կապիտալ վերանորոգված,Առկա չէ,$,Մալաթիա-Սեբաստիա
133000.0,Մոնոլիտ,Այո,4,2,3.0,84,3,1,Չվերանորոգված,Բաց պատշգամբ,$,Էրեբունի
240000.0,Պանելային,Ոչ,11,3,2.8,70,3,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Կենտրոն
250000.0,Քարե,Ոչ,5,3,2.8,120,4,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Էրեբունի
49000.0,Քարե,Ոչ,4,1,2.6,28,1,1,Կապիտալ վերանորոգված,Առկա չէ,$,Շենգավիթ
105000.0,Քարե,Ոչ,5,1,2.75,70,3,1,Մասնակի վերանորոգում,Առկա չէ,$,Արաբկիր
85000.0,Պանելային,Ոչ,16,13,2.8,81,3,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Աջափնյակ
179000.0,Մոնոլիտ,Այո,12,6,3.0,80,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
109000.0,Քարե,Ոչ,6,5,2.6,88,2,1,Մասնակի վերանորոգում,Բաց պատշգամբ,$,Արաբկիր
95000.0,Պանելային,Ոչ,5,2,2.7,74,3,2,Եվրովերանորոգված,Փակ պատշգամբ,$,Նոր Նորք
50000000.0,Քարե,Ոչ,5,4,2.7,86,4,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,֏,Էրեբունի
148000.0,Քարե,Ոչ,5,1,3.2,89,3,1,Կոսմետիկ վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
230000.0,Մոնոլիտ,Այո,10,5,3.0,100,3,2,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
439000.0,Քարե,Ոչ,4,3,3.0,127,4,3,Եվրովերանորոգված,Բաց պատշգամբ,$,Կենտրոն
280000.0,Քարե,Ոչ,4,3,3.2,93,3,1,Չվերանորոգված,Բաց պատշգամբ,$,Կենտրոն
40000000.0,Քարե,Ոչ,5,3,2.8,61,3,1,Կապիտալ վերանորոգված,Առկա չէ,֏,Ավան
135000.0,Պանելային,Ոչ,13,8,2.75,91,3,1,Հին վերանորոգում,Փակ պատշգամբ,$,Արաբկիր
169000.0,Մոնոլիտ,Այո,15,7,3.2,97,3,2,Չվերանորոգված,Բաց պատշգամբ,$,Արաբկիր
93000.0,Մոնոլիտ,Այո,12,12,3.0,46,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Աջափնյակ
210000.0,Մոնոլիտ,Այո,16,16,3.0,78,3,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Արաբկիր
204000.0,Մոնոլիտ,Այո,15,2,3.0,108,3,2,Կապիտալ վերանորոգված,Մի քանի պատշգամբ,$,Քանաքեռ-Զեյթուն
635000.0,Մոնոլիտ,Այո,21,10,3.0,117,3,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
82000.0,Պանելային,Ոչ,5,1,2.8,53,2,1,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Նոր Նորք
32000000.0,Քարե,Ոչ,6,4,2.8,51,2,1,Դիզայներական ոճով վերանորոգված,Փակ պատշգամբ,֏,Նոր Նորք
650000.0,Մոնոլիտ,Այո,7,3,3.0,122,3,2,Չվերանորոգված,Բաց պատշգամբ,$,Կենտրոն
360000.0,Մոնոլիտ,Այո,17,7,3.0,71,2,1,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
87000.0,Պանելային,Ոչ,13,9,2.75,49,2,1,Եվրովերանորոգված,Առկա չէ,$,Արաբկիր
600000.0,Մոնոլիտ,Այո,17,12,3.0,189,4,3,Դիզայներական ոճով վերանորոգված,Մի քանի պատշգամբ,$,Արաբկիր
37000000.0,Մոնոլիտ,Այո,16,10,3.0,86,3,1,Չվերանորոգված,Բաց պատշգամբ,֏,Քանաքեռ-Զեյթուն
550000.0,Մոնոլիտ,Այո,6,1,3.0,153,3,2,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
205000.0,Քարե,Ոչ,4,3,3.5,63,3,1,Հին վերանորոգում,Բաց պատշգամբ,$,Կենտրոն
102000.0,Պանելային,Ոչ,9,8,2.8,80,3,2,Կապիտալ վերանորոգված,Փակ պատշգամբ,$,Մալաթիա-Սեբաստիա
88000.0,Մոնոլիտ,Այո,5,2,3.0,56,2,1,Չվերանորոգված,Բաց պատշգամբ,$,Նոր Նորք
180000.0,Քարե,Ոչ,5,2,2.8,74,3,1,Եվրովերանորոգված,Բաց պատշգամբ,$,Արաբկիր
107000.0,Քարե,Ոչ,3,3,3.0,54,3,1,Դիզայներական ոճով վերանորոգված,Բաց պատշգամբ,$,Կենտրոն
100000.0,Պանելային,Ոչ,9,9,2.8,86,4,2,Կապիտալ վերանորոգված,Բաց պատշգամբ,$,Աջափնյակ
225000.0,Պանելային,Ոչ,13,9,2.75,87,4,1,Եվրովերանորոգված,Մի քանի պատշգամբ,$,Կենտրոն
